customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag,ServiceCount,CustomerLifetimeValue,AvgMonthlySpend,TenureGroup,SupportRisk,HighValueCustomer,CustomerSegment,ChurnProbability,ChurnProbabilityPct,RiskLevel,RetentionRecommendation
0925-VYDLG,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,242.0,Yes,1,2,242.0,80.66666666666667,0-6 Months,1,0,3,0.6570904,65.71,High,Offer technical support and security services
4547-FZJWE,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),59.45,3157.0,No,0,3,3157.0,57.4,49-72 Months,0,0,2,0.07043999,7.04,Low,Maintain loyalty and engagement
7422-WNBTY,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.35,3092.0,No,0,5,3092.0,93.6969696969697,25-48 Months,1,1,3,0.43062156,43.06,Medium,Monitor customer and send personalized engagement offer
0842-IWYCP,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.95,2168.9,No,0,1,2168.9,47.15,25-48 Months,1,0,2,0.11175308,11.18,Low,Maintain loyalty and engagement
3521-HTQTV,Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.1,980.35,No,0,2,980.35,28.833823529411767,25-48 Months,0,0,2,0.023793397,2.38,Low,Maintain loyalty and engagement
3744-ZBHON,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.2,65.95,No,0,1,65.95,21.983333333333334,0-6 Months,0,0,0,0.16979735,16.98,Low,Maintain loyalty and engagement
3373-DIUUN,Male,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.25,711.9,No,0,1,711.9,23.73,25-48 Months,0,0,0,0.008420655,0.84,Low,Maintain loyalty and engagement
8383-SGHJU,Female,0,No,No,33,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,59.4,1952.8,No,0,4,1952.8,59.17575757575757,25-48 Months,0,0,3,0.04756797,4.76,Low,Maintain loyalty and engagement
7607-QKKTJ,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),95.0,4368.85,No,0,5,4368.85,97.08555555555556,25-48 Months,1,1,1,0.15040846,15.04,Low,Maintain loyalty and engagement
7707-PYBBH,Male,0,No,No,40,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.9,2647.1,No,0,4,2647.1,66.1775,25-48 Months,0,0,3,0.114310734,11.43,Low,Maintain loyalty and engagement
8984-HPEMB,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.65,8477.6,No,0,8,8477.6,119.40281690140846,49-72 Months,0,1,1,0.030794948,3.08,Low,Maintain loyalty and engagement
4349-GFQHK,Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.35,54.35,Yes,1,3,54.35,54.35,0-6 Months,1,0,0,0.6845372,68.45,High,Offer technical support and security services
4139-DETXS,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.45,4528.0,No,0,6,4528.0,62.888888888888886,49-72 Months,0,0,1,0.0071936348,0.72,Low,Maintain loyalty and engagement
9779-DPNEJ,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65,No,0,2,1790.65,81.39318181818182,13-24 Months,1,0,3,0.41817078,41.82,Medium,Monitor customer and send personalized engagement offer
9805-FILKB,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,845.6,No,0,1,845.6,18.382608695652173,25-48 Months,0,0,2,0.009967488,1.0,Low,Maintain loyalty and engagement
5793-YOLJN,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.0,1210.3,No,0,1,1210.3,22.005454545454544,49-72 Months,0,0,2,0.011181594,1.12,Low,Maintain loyalty and engagement
0673-IGUQO,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,20.45,No,0,1,20.45,20.45,0-6 Months,0,0,0,0.19097069,19.1,Low,Maintain loyalty and engagement
4123-FCVCB,Female,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,75.85,854.45,No,0,5,854.45,71.20416666666667,7-12 Months,0,0,3,0.11578952,11.58,Low,Maintain loyalty and engagement
8819-IMISP,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.45,2429.1,No,0,3,2429.1,78.35806451612903,25-48 Months,1,0,3,0.50128126,50.13,High,Offer technical support and security services
7802-EFKNY,Male,0,Yes,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,100.4,Yes,1,0,100.4,20.080000000000002,0-6 Months,1,0,0,0.61876416,61.88,High,Offer technical support and security services
8311-UEUAB,Female,0,Yes,Yes,67,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,75.5,5229.45,No,0,5,5229.45,78.05149253731344,49-72 Months,0,0,1,0.080660105,8.07,Low,Maintain loyalty and engagement
5858-EAFCZ,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,44.45,No,0,1,44.45,44.45,0-6 Months,1,0,0,0.39446646,39.45,Medium,Monitor customer and send personalized engagement offer
8035-BUYVG,Male,0,Yes,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,42.35,1716.45,Yes,1,3,1716.45,42.91125,25-48 Months,0,0,2,0.18941821,18.94,Low,Maintain loyalty and engagement
1163-ONYEY,Male,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.55,3023.55,No,0,6,3023.55,73.74512195121952,25-48 Months,0,0,1,0.16221151,16.22,Low,Maintain loyalty and engagement
9787-XVQIU,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.3,75.3,Yes,1,2,75.3,75.3,0-6 Months,1,0,3,0.8800794,88.01,Critical,Offer contract upgrade with personalized retention incentive
8945-MUQUF,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,94.8,4837.6,Yes,1,5,4837.6,94.85490196078432,49-72 Months,0,1,1,0.20469081,20.47,Low,Maintain loyalty and engagement
5656-MJEFC,Male,0,Yes,Yes,42,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),48.15,2032.3,No,0,4,2032.3,48.38809523809524,25-48 Months,0,0,2,0.014055313,1.41,Low,Maintain loyalty and engagement
6082-OQFBA,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,436.9,No,0,1,436.9,18.995652173913044,13-24 Months,0,0,0,0.017735502,1.77,Low,Maintain loyalty and engagement
8051-HJRLT,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,70.55,Yes,1,1,70.55,70.55,0-6 Months,1,0,0,0.8132635,81.33,Critical,Offer contract upgrade with personalized retention incentive
8974-OVACP,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,No,0,1,20.15,20.15,0-6 Months,0,0,0,0.4711748,47.12,Medium,Monitor customer and send personalized engagement offer
4010-YLMVT,Female,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.6,5893.95,No,0,6,5893.95,105.24910714285714,49-72 Months,0,1,1,0.2554084,25.54,Low,Maintain loyalty and engagement
1379-FRVEB,Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.0,1430.05,No,0,4,1430.05,95.33666666666666,13-24 Months,1,1,3,0.6938623,69.39,High,Offer technical support and security services
8612-GXIDD,Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.4,313.0,No,0,2,313.0,26.083333333333332,7-12 Months,0,0,0,0.017188586,1.72,Low,Maintain loyalty and engagement
6288-CHQJB,Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85,No,0,5,3871.85,71.70092592592593,49-72 Months,0,0,1,0.010453,1.05,Low,Maintain loyalty and engagement
8160-HOWOX,Female,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,No,0,3,458.1,65.44285714285715,7-12 Months,1,0,3,0.3978127,39.78,Medium,Monitor customer and send personalized engagement offer
3023-GFLBR,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),86.15,2745.7,Yes,1,3,2745.7,83.2030303030303,25-48 Months,1,0,3,0.41922346,41.92,Medium,Monitor customer and send personalized engagement offer
6648-INWPS,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.15,341.35,No,0,1,341.35,21.334375,13-24 Months,0,0,0,0.09418022,9.42,Low,Maintain loyalty and engagement
4223-BKEOR,Female,0,No,Yes,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,1336.8,No,0,4,1336.8,63.65714285714286,13-24 Months,0,0,3,0.064725615,6.47,Low,Maintain loyalty and engagement
4079-VTGLK,Male,1,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,74.85,2181.75,No,0,5,2181.75,72.725,25-48 Months,1,0,3,0.10314922,10.31,Low,Maintain loyalty and engagement
1763-WQFUK,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.5,147.75,No,0,2,147.75,49.25,0-6 Months,0,0,0,0.2931975,29.32,Low,Maintain loyalty and engagement
1391-UBDAR,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.9,818.45,No,0,2,818.45,74.40454545454546,7-12 Months,1,0,3,0.337658,33.77,Low,Maintain loyalty and engagement
8894-JVDCV,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),115.05,7133.45,No,0,8,7133.45,115.05564516129031,49-72 Months,0,1,1,0.06968025,6.97,Low,Maintain loyalty and engagement
2023-VQFDL,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.0,348.8,No,0,1,348.8,19.37777777777778,13-24 Months,0,0,0,0.051367763,5.14,Low,Maintain loyalty and engagement
1345-GKDZZ,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,128.6,No,0,1,128.6,21.433333333333334,0-6 Months,0,0,0,0.08324466,8.32,Low,Maintain loyalty and engagement
2014-MKGMH,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.1,4674.4,No,0,5,4674.4,101.61739130434782,25-48 Months,1,1,1,0.38028815,38.03,Medium,Monitor customer and send personalized engagement offer
5628-FCGYG,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45,No,0,3,1737.45,82.7357142857143,13-24 Months,1,0,3,0.5866889,58.67,High,Offer technical support and security services
2560-WBWXF,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.15,1498.85,No,0,2,1498.85,22.04191176470588,49-72 Months,0,0,2,0.00743885,0.74,Low,Maintain loyalty and engagement
0248-IPDFW,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,50.1,No,0,2,50.1,50.1,0-6 Months,1,0,0,0.5242596,52.43,High,Offer technical support and security services
7978-DKUQH,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.6,1797.75,No,0,2,1797.75,71.91,25-48 Months,1,0,3,0.3735799,37.36,Medium,Monitor customer and send personalized engagement offer
4335-UPJSI,Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,498.1,No,0,1,498.1,20.754166666666666,13-24 Months,0,0,0,0.011343004,1.13,Low,Maintain loyalty and engagement
0524-IAVZO,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2624.25,Yes,1,3,2624.25,87.475,25-48 Months,1,0,3,0.64598376,64.6,High,Offer technical support and security services
2737-YNGYW,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.55,184.1,Yes,1,2,184.1,92.05,0-6 Months,1,0,3,0.7178634,71.79,Critical,Offer contract upgrade with personalized retention incentive
1784-EZDKJ,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.8,5498.8,No,0,6,5498.8,107.81960784313726,49-72 Months,1,1,1,0.32524356,32.52,Low,Maintain loyalty and engagement
9297-FVVDH,Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.5,4845.4,No,0,7,4845.4,85.00701754385965,49-72 Months,0,0,1,0.032160457,3.22,Low,Maintain loyalty and engagement
8007-YYPWD,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.05,369.1,No,0,2,369.1,24.60666666666667,13-24 Months,0,0,0,0.024589002,2.46,Low,Maintain loyalty and engagement
7101-HRBLJ,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.7,6096.9,No,0,7,6096.9,84.67916666666666,49-72 Months,0,0,1,0.0031730402,0.32,Low,Maintain loyalty and engagement
5159-YFPKQ,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.8,160.75,Yes,1,2,160.75,80.375,0-6 Months,1,0,3,0.7730494,77.3,Critical,Offer contract upgrade with personalized retention incentive
6635-CPNUN,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),96.6,2684.35,No,0,5,2684.35,95.86964285714285,25-48 Months,1,1,3,0.34713414,34.71,Low,Maintain loyalty and engagement
4021-RQSNY,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,3004.15,Yes,1,5,3004.15,103.59137931034483,25-48 Months,1,1,3,0.7343145,73.43,Critical,Offer contract upgrade with personalized retention incentive
5453-YBTWV,Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),101.1,6994.8,No,0,6,6994.8,99.92571428571429,49-72 Months,0,1,1,0.023098,2.31,Low,Maintain loyalty and engagement
5039-LZRQT,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,273.25,No,0,1,273.25,21.01923076923077,13-24 Months,0,0,0,0.02413209,2.41,Low,Maintain loyalty and engagement
2931-VUVJN,Female,1,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,94.05,5483.9,No,0,6,5483.9,92.94745762711864,49-72 Months,0,1,1,0.07256166,7.26,Low,Maintain loyalty and engagement
9061-TIHDA,Male,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.25,1233.65,Yes,1,4,1233.65,94.89615384615385,13-24 Months,1,1,3,0.7863973,78.64,Critical,Offer contract upgrade with personalized retention incentive
8699-ASUFO,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,Yes,1,2,527.9,75.41428571428571,7-12 Months,1,0,3,0.68916154,68.92,High,Offer technical support and security services
6418-PIQSP,Female,0,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,4985.9,No,0,6,4985.9,80.41774193548386,49-72 Months,0,0,1,0.008656719,0.87,Low,Maintain loyalty and engagement
8220-OCUFY,Female,0,No,No,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,60.25,1258.35,No,0,4,1258.35,59.921428571428564,13-24 Months,0,0,3,0.12474221,12.47,Low,Maintain loyalty and engagement
3995-WFCSM,Female,0,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.85,111.4,No,0,3,111.4,55.7,0-6 Months,1,0,3,0.42560565,42.56,Medium,Monitor customer and send personalized engagement offer
1895-QTKDO,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.95,43.95,No,0,1,43.95,43.95,0-6 Months,1,0,0,0.37802702,37.8,Medium,Monitor customer and send personalized engagement offer
2038-OEQZH,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.05,308.1,No,0,3,308.1,77.025,0-6 Months,1,0,3,0.523071,52.31,High,Offer technical support and security services
1178-PZGAB,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.25,383.65,No,0,1,383.65,20.192105263157895,13-24 Months,0,0,0,0.025173703,2.52,Low,Maintain loyalty and engagement
7927-AUXBZ,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.15,2555.9,Yes,1,3,2555.9,85.19666666666667,25-48 Months,0,0,3,0.38430792,38.43,Medium,Monitor customer and send personalized engagement offer
2626-VEEWG,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.4,1284.2,No,0,1,1284.2,19.16716417910448,49-72 Months,0,0,2,0.012829926,1.28,Low,Maintain loyalty and engagement
2878-RMWXY,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),102.65,7550.3,No,0,6,7550.3,104.86527777777778,49-72 Months,0,1,1,0.012376346,1.24,Low,Maintain loyalty and engagement
1657-DYMBM,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1110.05,No,0,1,1110.05,20.944339622641508,49-72 Months,0,0,2,0.015480964,1.55,Low,Maintain loyalty and engagement
7311-MQJCH,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.55,99.6,No,0,1,99.6,19.919999999999998,0-6 Months,0,0,0,0.05477343,5.48,Low,Maintain loyalty and engagement
7375-WMVMT,Male,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15,No,0,5,6707.15,94.4669014084507,49-72 Months,0,1,1,0.0091004055,0.91,Low,Maintain loyalty and engagement
1136-XGEQU,Female,0,Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),84.15,4164.4,No,0,7,4164.4,83.288,49-72 Months,0,0,1,0.12894633,12.89,Low,Maintain loyalty and engagement
2530-FMFXO,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,103.2,5873.75,No,0,6,5873.75,104.88839285714286,49-72 Months,0,1,1,0.1053041,10.53,Low,Maintain loyalty and engagement
6844-DZKRF,Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.2,109.25,No,0,2,109.25,54.625,0-6 Months,0,0,0,0.33111617,33.11,Low,Maintain loyalty and engagement
4695-WJZUE,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.55,179.25,Yes,1,4,179.25,89.625,0-6 Months,1,0,3,0.8904087,89.04,Critical,Offer contract upgrade with personalized retention incentive
7619-ODSGN,Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.75,1338.15,Yes,1,3,1338.15,55.75625,13-24 Months,0,0,3,0.13481246,13.48,Low,Maintain loyalty and engagement
5970-GHJAW,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,862.4,No,0,1,862.4,18.747826086956522,25-48 Months,0,0,2,0.0050098496,0.5,Low,Maintain loyalty and engagement
8879-XUAHX,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.25,8564.75,No,0,8,8564.75,120.63028169014085,49-72 Months,0,1,1,0.03453017,3.45,Low,Maintain loyalty and engagement
3689-MOZGR,Female,0,No,No,29,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,31.2,926.2,No,0,1,926.2,31.93793103448276,25-48 Months,0,0,0,0.22249481,22.25,Low,Maintain loyalty and engagement
4195-PNGZS,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1718.2,No,0,2,1718.2,24.90144927536232,49-72 Months,0,0,2,0.0035800491,0.36,Low,Maintain loyalty and engagement
5003-XZWWO,Male,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.2,5956.85,No,0,7,5956.85,83.8992957746479,49-72 Months,0,0,1,0.0070698075,0.71,Low,Maintain loyalty and engagement
3988-RQIXO,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.3,91.3,Yes,1,3,91.3,91.3,0-6 Months,1,1,3,0.9037882,90.38,Critical,Offer contract upgrade with personalized retention incentive
7622-FWGEW,Male,1,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.65,4824.45,No,0,7,4824.45,86.15089285714285,49-72 Months,0,0,1,0.023767894,2.38,Low,Maintain loyalty and engagement
6922-NCEDI,Male,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.2,1238.65,No,0,1,1238.65,22.118750000000002,49-72 Months,0,0,2,0.029512338,2.95,Low,Maintain loyalty and engagement
2514-GINMM,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,Yes,1,2,79.5,79.5,0-6 Months,1,0,3,0.8915971,89.16,Critical,Offer contract upgrade with personalized retention incentive
9891-NQDBD,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.55,672.2,No,0,2,672.2,24.00714285714286,25-48 Months,0,0,0,0.043136135,4.31,Low,Maintain loyalty and engagement
6131-IUNXN,Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,382.2,No,0,1,382.2,20.11578947368421,13-24 Months,0,0,0,0.07288623,7.29,Low,Maintain loyalty and engagement
8548-AWOFC,Male,0,Yes,No,66,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,63.85,4264.6,No,0,4,4264.6,64.61515151515152,49-72 Months,0,0,1,0.070549905,7.05,Low,Maintain loyalty and engagement
9798-DRYDS,Female,0,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,61.95,1070.7,No,0,4,1070.7,62.98235294117647,13-24 Months,0,0,3,0.09150317,9.15,Low,Maintain loyalty and engagement
8532-UEFWH,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1345.85,No,0,2,1345.85,25.881730769230767,49-72 Months,0,0,2,0.008437924,0.84,Low,Maintain loyalty and engagement
6296-DDOOR,Female,0,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,58.2,1045.25,No,0,3,1045.25,55.01315789473684,13-24 Months,1,0,3,0.118664026,11.87,Low,Maintain loyalty and engagement
7951-VRDVK,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.85,3003.55,No,0,7,3003.55,83.43194444444445,25-48 Months,0,0,1,0.09230765,9.23,Low,Maintain loyalty and engagement
5931-FLJJF,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,467.55,Yes,1,1,467.55,66.79285714285714,7-12 Months,1,0,0,0.51641345,51.64,High,Offer technical support and security services
4815-YOSUK,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),104.9,7537.5,No,0,7,7537.5,104.6875,49-72 Months,0,1,1,0.030055474,3.01,Low,Maintain loyalty and engagement
2659-VXMWZ,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.3,7482.1,Yes,1,7,7482.1,111.67313432835822,49-72 Months,0,1,1,0.15998648,16.0,Low,Maintain loyalty and engagement
0380-NEAVX,Male,1,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.85,3343.15,No,0,5,3343.15,98.32794117647059,25-48 Months,1,1,3,0.24682409,24.68,Low,Maintain loyalty and engagement
